#ID;S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S13;S14;S15;S16;S17;S18;S19;S20;S21;S22
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_titanicae;0;1;0;0;3;4;29;48;67;60;1;0;0;0;2;3;7;34;82;77;0;1
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_sp._NY-011;0;0;0;0;4;6;19;19;356;397;0;0;0;0;2;7;6;16;418;587;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_sp._GFAJ-1;0;0;0;0;0;2;9;12;188;222;0;0;0;1;3;4;0;15;235;265;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_sp._BJGMM-B45;0;0;0;0;3;4;6;9;119;108;0;0;0;0;0;3;1;3;116;164;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_sp._A3H3;1;0;0;0;71;92;222;267;112;104;0;0;0;1;54;95;68;271;169;203;0;3
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_sp._KO116;0;0;0;0;28;34;58;62;70;49;0;0;0;0;13;20;12;67;72;72;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_sp._HG01;0;0;0;0;11;12;29;25;39;33;0;0;0;0;7;3;6;31;43;45;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Chromohalobacter|s__Chromohalobacter_salexigens;0;0;0;0;8;13;34;30;0;1;0;0;0;1;14;11;10;36;3;2;0;1
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Candidatus_Carsonella|s__Candidatus_Carsonella_ruddii;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Cobetia|s__Cobetia_pacifica;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halotalea|s__Halotalea_alkalilenta;0;0;0;0;0;1;2;1;4;3;0;0;0;0;0;0;0;7;6;8;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Kushneria|s__Kushneria_marisflavi;0;0;0;0;5;3;3;6;7;5;0;0;0;0;1;9;1;7;8;9;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Kushneria|s__Kushneria_sp._YCWA18;0;0;0;0;1;0;0;1;8;12;0;0;0;0;0;0;0;1;7;25;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Kushneria|s__Kushneria_sp._X49;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Marinomonas|s__Marinomonas_primoryensis;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Marinomonas|s__Marinomonas_arctica;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Marinomonas|s__Marinomonas_sp._MWYL1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Neptunomonas|s__Neptunomonas_concharum;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Neptunomonas|s__Neptunomonas_phycophila;0;0;0;0;32;52;23;26;0;0;0;0;0;0;32;39;5;27;0;1;0;2
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Thalassolituus|s__Thalassolituus_oleivorans;0;0;0;0;13;12;6;8;5;2;0;0;0;1;13;9;0;5;2;3;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Oleispira|s__Oleispira_antarctica;0;0;0;0;1;3;0;0;0;0;0;0;0;1;1;2;0;1;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Bermanella|s__Bermanella_marisrubri;0;0;0;0;2;2;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Bacterioplanes|s__Bacterioplanes_sanyensis;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oleiphilaceae|g__Oleiphilus|s__Oleiphilus_messinensis;0;0;0;0;10;11;14;10;0;0;0;0;0;0;9;10;0;7;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Alcanivorax|s__Alcanivorax_borkumensis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Alcanivorax|s__Alcanivorax_dieselolei;0;0;0;0;22;38;21;12;0;0;0;0;0;0;26;23;2;19;0;0;0;1
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Alcanivorax|s__Alcanivorax_sp._JC109;0;0;0;0;1;1;3;2;2;0;0;0;0;0;3;1;1;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Alcanivorax|s__Alcanivorax_sp._NBRC_101098;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Alcanivorax|s__Alcanivorax_pacificus;0;1;0;0;22;31;22;24;194;258;0;0;0;0;19;29;7;21;234;317;1;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae|g__Kangiella|s__Kangiella_sp._FT102;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Hahellaceae|g__Hahella|s__Hahella_chejuensis;0;0;0;0;3;3;1;1;0;0;0;0;0;0;2;2;2;6;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Hahellaceae|g__Hahella|s__Hahella_sp._KA22;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|g__Gynuella|s__Gynuella_sunshinyii;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;2;0;1;1;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Litoricolaceae|g__Litoricola|s__Litoricola_lipolytica;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Alteromonas|s__Alteromonas_macleodii;0;0;0;0;2;1;0;1;3;3;0;0;0;0;2;1;0;0;6;3;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Alteromonas|s__Alteromonas_australica;0;0;0;0;0;1;1;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Alteromonas|s__Alteromonas_sp._SN2;0;0;0;0;6;3;11;13;0;0;0;0;0;0;2;2;2;9;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Marinobacter|s__Marinobacter_psychrophilus;0;0;0;0;25;47;16;20;0;0;0;0;0;1;34;25;1;25;0;0;0;1
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Marinobacter|s__Marinobacter_salsuginis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Marinobacter|s__Marinobacter_adhaerens;0;0;0;1;221;492;101;135;0;0;0;0;0;1;196;329;14;110;0;0;0;4
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Marinobacter|s__Marinobacter_sp._LV10R510-11A;0;0;1;0;132;254;104;106;10;7;0;0;0;2;123;201;30;88;10;18;0;3
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Marinobacter|s__Marinobacter_similis;0;1;0;1;154;288;82;129;0;0;0;0;0;0;116;197;0;105;0;0;0;2
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Marinobacter|s__Marinobacter_salarius;1;2;0;4;780;1454;529;592;32;27;0;0;1;5;661;1156;86;579;27;26;1;10
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Microbulbifer|s__Microbulbifer_hydrolyticus;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;1;3;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Microbulbifer|s__Microbulbifer_thermotolerans;0;0;0;0;2;2;4;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Microbulbifer|s__Microbulbifer_agarilyticus;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Marinobacterium|s__Marinobacterium_georgiense;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Glaciecola|s__Glaciecola_nitratireducens;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|s__Alteromonadaceae_bacterium_X13M-12;0;0;0;0;1;2;2;0;0;0;0;0;0;0;5;5;0;1;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Agarivorans|s__Agarivorans_gilvus;0;0;0;0;2;2;0;0;0;1;0;0;0;0;1;6;0;2;0;1;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Saccharophagus|s__Saccharophagus_degradans;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|g__Teredinibacter|s__Teredinibacter_turnerae;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|g__Halioglobus|s__Halioglobus_japonicus;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|g__Halioglobus|s__Halioglobus_pacificus;0;0;0;0;8;2;9;3;0;0;0;0;0;0;8;6;0;2;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_nigrifaciens;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_luteoviolacea;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_piscicida;0;0;0;0;0;0;1;0;1;0;0;0;0;0;4;0;0;0;0;1;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_ruthenica;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_phenolica;0;0;0;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;3;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_translucida;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_tunicata;0;0;0;0;3;0;0;1;0;0;0;0;0;0;1;0;0;3;0;0;0;1
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_donghaensis;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_sp._OCN003;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;6;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_putrefaciens;0;0;0;0;8;3;2;4;201;222;2;0;1;0;1;7;0;2;185;239;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_frigidimarina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_sp._MR-4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_sp._MR-7;0;0;0;0;2;0;1;1;47;48;0;0;0;0;0;1;0;0;73;57;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_woodyi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_baltica;0;0;0;0;5;6;2;4;1;1;0;0;0;0;3;2;0;3;2;1;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_oneidensis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_japonica;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_sp._ANA-3;0;0;0;0;2;0;0;1;2;5;0;0;0;0;1;0;0;1;4;2;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_livingstonensis;0;0;0;0;1;0;0;3;0;0;0;0;0;0;1;0;0;1;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_denitrificans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_decolorationis;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_marisflavi;0;0;0;0;0;0;0;0;13;23;0;0;0;0;0;0;0;0;9;11;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_xiamenensis;0;0;0;0;0;0;0;0;316;277;0;0;0;0;0;0;0;0;309;363;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_spongiae;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_sp._W3-18-1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;2;1;1;1;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_chilikensis;0;0;0;0;51;70;22;29;49;53;1;0;0;0;50;42;4;38;66;62;0;2
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Moritellaceae|g__Moritella|s__Moritella_marina;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Ferrimonadaceae|g__Ferrimonas|s__Ferrimonas_balearica;0;0;0;0;2;6;4;2;0;0;0;0;0;0;2;2;0;5;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Idiomarinaceae|g__Idiomarina|s__Idiomarina_loihiensis;0;0;0;0;0;3;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Psychromonadaceae|g__Psychromonas|s__Psychromonas_ingrahamii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Photobacterium|s__Photobacterium_damselae;0;0;0;0;1;1;0;0;7;5;0;0;0;0;0;0;0;0;4;8;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Photobacterium|s__Photobacterium_profundum;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;1;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Photobacterium|s__Photobacterium_gaetbulicola;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;4;10;24;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_vulnificus;0;0;0;0;1;0;1;1;114;123;0;0;0;0;0;2;1;1;120;159;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_mimicus;0;0;0;0;0;0;0;0;6;13;0;0;0;0;1;0;0;0;6;6;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_cincinnatiensis;0;0;0;0;0;0;0;0;25;30;0;0;0;0;0;0;0;0;16;15;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_fluvialis;0;0;0;0;53;41;24;29;141;127;0;0;0;0;34;56;7;17;126;131;0;2
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_gazogenes;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_mediterranei;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;8;1;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_metschnikovii;0;0;0;0;2;0;0;0;16;24;0;0;0;1;0;0;0;0;18;14;1;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_nigripulchritudo;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_furnissii;0;0;0;0;0;0;0;0;154;169;1;0;0;0;0;0;0;0;159;177;0;3
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_navarrensis;0;0;0;0;1;0;0;1;9;14;0;0;0;0;0;1;0;0;14;15;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_splendidus;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;1;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_tubiashii;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;2;0;1;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_scophthalmi;0;0;0;0;0;0;0;0;63;75;0;0;0;0;1;1;0;0;72;78;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_cyclitrophicus;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_diabolicus;0;0;0;0;0;1;1;0;2;3;0;0;0;0;0;1;0;0;0;2;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_anguillarum;0;0;0;0;1;0;1;0;25;23;0;0;0;0;2;2;2;0;33;29;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_rumoiensis;0;0;0;0;3;6;1;0;411;407;0;0;0;0;7;2;3;3;390;404;0;1
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_sp._Ex25;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_chagasii;0;0;0;0;0;0;0;0;5;4;0;0;0;0;0;0;0;0;1;1;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_coralliilyticus;0;0;0;0;0;0;0;0;154;160;0;0;0;0;0;0;0;0;167;213;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_crassostreae;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;2;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_ponticus;0;0;0;0;0;0;0;0;7;1;0;0;0;0;0;0;0;0;3;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_sp._PP-638;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_sp._09022;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;3;0;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_breoganii;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;3;0;0
d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_casei;1;0;1;0;2;1;2;2;592;541;0;0;2;0;3;0;0;1;428;572;0;0
